Keycode,orgunitlevel2,orgunitlevel3,dhis_organisationunitid,dhis_organisationunitname,datim_organisationunitid,datim_organisationunitname,period,"echo_TX_CURR_N_Age_Sex_HIVStatus | <1, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 1-4, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 5-9, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 10-14, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 15-19, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 20-24, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 25-29, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 30-34, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 35-39, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 40-44, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 45-49, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 50+, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 50-54, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 55-59, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 60-64, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 65+, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | Unknown Age, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | <1, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 1-4, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 5-9, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 10-14, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 15-19, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 20-24, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 25-29, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 30-34, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 35-39, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 40-44, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 45-49, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 50+, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 50-54, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 55-59, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 60-64, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 65+, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | Unknown Age, Female, Positive","echo_TX_CURR_N_KeyPop_HIVStatus | FSW, Positive","echo_TX_CURR_N_KeyPop_HIVStatus | MSM, Positive","echo_TX_CURR_N_KeyPop_HIVStatus | PWID, Positive","echo_TX_CURR_N_KeyPop_HIVStatus | People in prisons and other enclosed settings, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Female, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Male, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Male, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Female, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Male, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Female, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Male, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Male, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Female, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Male, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Female, ARV Dispensing Quantity - 6 or more months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Male, ARV Dispensing Quantity - 6 or more months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 6 or more months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Male, ARV Dispensing Quantity - 6 or more months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Female, ARV Dispensing Quantity - 6 or more months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Male, ARV Dispensing Quantity - 6 or more months, Positive",_merge
200667,Sofala,Nhamatanda,TDmBoHHdXcU,CS Tica CSRII,QvQ5bpVOJDj,Tica PS,2023Q1,4.0,11.0,35.0,22.0,15.0,33.0,98.0,209.0,202.0,191.0,128.0,,89.0,53.0,32.0,36.0,0.0,3.0,22.0,24.0,19.0,30.0,193.0,450.0,466.0,339.0,255.0,140.0,,97.0,83.0,50.0,40.0,0.0,8.0,0.0,0.0,0.0,570.0,179.0,38.0,33.0,0.0,0.0,1573.0,907.0,30.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200943,Sofala,Nhamatanda,bOa7m01wjCc,HR Nhamatanda Sede,nmdSUueCjti,Nhamatanda HR,2023Q1,7.0,57.0,73.0,59.0,42.0,51.0,201.0,371.0,382.0,342.0,235.0,,134.0,97.0,72.0,79.0,0.0,4.0,62.0,87.0,79.0,120.0,384.0,900.0,871.0,672.0,538.0,334.0,,224.0,149.0,91.0,75.0,0.0,120.0,8.0,0.0,24.0,716.0,214.0,64.0,47.0,0.0,0.0,2751.0,1378.0,156.0,136.0,0.0,0.0,890.0,414.0,12.0,12.0,0.0,0.0,both
200169,Niassa,Cuamba,IHO6FqT2VCc,CS Mitucue,elnT3rmS6qj,Mitucué CS,2023Q1,0.0,3.0,6.0,0.0,0.0,6.0,15.0,24.0,20.0,14.0,15.0,,11.0,6.0,6.0,6.0,0.0,0.0,4.0,5.0,0.0,5.0,23.0,42.0,45.0,26.0,24.0,15.0,,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,23.0,3.0,7.0,0.0,0.0,135.0,100.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
360175,Niassa,Cuamba,L4A4cHnmqCy,CS Adine 3,WQny6fFqvYX,Adine 3 CS,2023Q1,1.0,6.0,4.0,4.0,6.0,10.0,22.0,44.0,49.0,35.0,16.0,,7.0,8.0,6.0,2.0,0.0,0.0,8.0,12.0,3.0,12.0,85.0,148.0,145.0,84.0,45.0,33.0,,15.0,3.0,7.0,0.0,0.0,40.0,0.0,1.0,0.0,171.0,41.0,11.0,8.0,0.0,0.0,405.0,164.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200192,Niassa,Cuamba,mY5o8jTjIKb,CS Cuamba,kdUL3XxL1bF,Cuamba CS,2023Q1,1.0,27.0,38.0,21.0,21.0,32.0,110.0,177.0,207.0,188.0,109.0,,83.0,58.0,34.0,24.0,0.0,3.0,19.0,41.0,28.0,54.0,347.0,625.0,678.0,472.0,313.0,161.0,,105.0,61.0,37.0,25.0,0.0,116.0,9.0,0.0,9.0,1039.0,217.0,39.0,34.0,0.0,0.0,999.0,435.0,48.0,50.0,0.0,0.0,840.0,390.0,4.0,3.0,0.0,0.0,both
200914,Niassa,Cuamba,qZAR8aTw3ok,HR Cuamba,JTNDUJAu3DA,Cuamba HR,2023Q1,1.0,9.0,16.0,19.0,21.0,9.0,41.0,74.0,87.0,111.0,96.0,,87.0,56.0,34.0,24.0,0.0,3.0,5.0,15.0,23.0,27.0,45.0,75.0,118.0,198.0,159.0,169.0,,101.0,45.0,19.0,19.0,0.0,7.0,0.0,0.0,0.0,133.0,103.0,10.0,8.0,0.0,0.0,181.0,118.0,22.0,22.0,0.0,0.0,661.0,418.0,14.0,15.0,0.0,0.0,both
200157,Niassa,Cuamba,uSOgQiIsgwu,CS Meripo,MzafLLW5jpx,Meripo CS,2023Q1,0.0,3.0,6.0,4.0,2.0,11.0,18.0,23.0,29.0,17.0,5.0,,9.0,5.0,1.0,1.0,0.0,0.0,4.0,9.0,1.0,7.0,33.0,41.0,54.0,31.0,16.0,7.0,,11.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,69.0,25.0,12.0,10.0,0.0,0.0,136.0,95.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200669,Sofala,Dondo,ZATPLvkZR0W,CS Savane,ME9FWjRMe4e,Savane PS,2023Q1,0.0,2.0,8.0,6.0,1.0,6.0,19.0,40.0,41.0,26.0,30.0,,13.0,9.0,6.0,8.0,0.0,0.0,8.0,11.0,8.0,23.0,82.0,106.0,71.0,48.0,31.0,29.0,,23.0,14.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,172.0,27.0,3.0,1.0,0.0,0.0,269.0,172.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200617,Sofala,Dondo,M3wyiBatqt0,CS Canhandula,TJp862VOKlS,Canhandula PS,2023Q1,1.0,12.0,20.0,12.0,9.0,16.0,52.0,92.0,68.0,59.0,33.0,,18.0,8.0,11.0,7.0,0.0,2.0,13.0,26.0,15.0,14.0,133.0,210.0,211.0,120.0,74.0,45.0,,32.0,15.0,16.0,12.0,1.0,0.0,0.0,0.0,0.0,231.0,80.0,12.0,8.0,0.0,0.0,651.0,293.0,44.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200618,Sofala,Dondo,OOVQmzaYBir,CS Dondo Sede,uUmAJIXkmsO,Dondo Sede CS I,2023Q1,8.0,75.0,82.0,100.0,59.0,99.0,373.0,748.0,730.0,566.0,370.0,,234.0,163.0,130.0,115.0,0.0,11.0,95.0,120.0,97.0,125.0,669.0,1419.0,1431.0,1012.0,721.0,487.0,,327.0,222.0,128.0,105.0,1.0,480.0,39.0,1.0,37.0,924.0,411.0,102.0,74.0,0.0,0.0,4336.0,2565.0,193.0,169.0,1.0,0.0,1381.0,609.0,28.0,22.0,0.0,0.0,both
200633,Sofala,Dondo,j0ccY4zL81U,CS Maxorote,GTQqEhUUV1F,Maxarote PS,2023Q1,2.0,5.0,9.0,2.0,0.0,3.0,24.0,35.0,29.0,21.0,12.0,,8.0,6.0,1.0,3.0,0.0,2.0,10.0,9.0,8.0,12.0,53.0,100.0,95.0,54.0,53.0,22.0,,16.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,134.0,20.0,8.0,8.0,0.0,0.0,287.0,121.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
201858,Sofala,Dondo,t9RIGm3h8DV,CS Samora Machel,dSJcUkmJWvZ,"Samora Machel PS (Sofala, Dondo)",2023Q1,0.0,7.0,5.0,3.0,2.0,10.0,34.0,47.0,40.0,37.0,20.0,,16.0,4.0,6.0,3.0,0.0,0.0,3.0,13.0,2.0,10.0,93.0,163.0,128.0,88.0,46.0,33.0,,15.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,196.0,26.0,2.0,2.0,0.0,0.0,398.0,191.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
321330,Sofala,Dondo,CHxnHTfZupS,CS Igreja Baptista,I6v4GYaXpQC,Igreja Baptista CS,2023Q1,1.0,16.0,15.0,12.0,6.0,18.0,62.0,101.0,105.0,50.0,43.0,,18.0,8.0,10.0,4.0,0.0,0.0,21.0,26.0,7.0,32.0,178.0,296.0,285.0,147.0,80.0,43.0,,43.0,17.0,12.0,7.0,0.0,9.0,0.0,0.0,1.0,245.0,46.0,7.0,14.0,0.0,0.0,894.0,378.0,46.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200572,Sofala,Dondo,QtNLat7uQMf,CS Mafambisse,hCuRPOStRLU,Mafambisse CS,2023Q1,3.0,25.0,53.0,55.0,33.0,42.0,146.0,281.0,331.0,274.0,209.0,,120.0,83.0,76.0,52.0,0.0,4.0,31.0,62.0,55.0,64.0,360.0,669.0,763.0,597.0,424.0,223.0,,147.0,96.0,39.0,37.0,0.0,8.0,0.0,0.0,0.0,247.0,87.0,80.0,68.0,0.0,0.0,3172.0,1559.0,72.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200655,Sofala,Dondo,dWJ61DAg5kn,CS Mutua,QtJyTjN5faU,Mutua PS,2023Q1,2.0,25.0,18.0,9.0,8.0,34.0,90.0,141.0,122.0,125.0,61.0,,32.0,30.0,23.0,19.0,0.0,4.0,26.0,22.0,10.0,28.0,194.0,339.0,305.0,158.0,126.0,61.0,,49.0,30.0,36.0,17.0,0.0,0.0,0.0,0.0,0.0,495.0,248.0,31.0,26.0,0.0,0.0,848.0,437.0,31.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200531,Manica,Cidade de Chimoio,g9AT6oQ6Uoi,CS Nhamaonha,UBe2SLdSmxV,Nhamaonha CS,2023Q1,3.0,23.0,49.0,61.0,55.0,77.0,243.0,515.0,577.0,536.0,344.0,,192.0,164.0,125.0,106.0,0.0,2.0,30.0,68.0,73.0,136.0,633.0,1221.0,1325.0,1087.0,731.0,428.0,,264.0,166.0,95.0,94.0,0.0,4.0,2.0,1.0,0.0,1117.0,297.0,46.0,37.0,0.0,0.0,3989.0,2164.0,113.0,88.0,0.0,0.0,1059.0,473.0,14.0,10.0,0.0,0.0,both
398330,Manica,Cidade de Chimoio,lR0tDnUzHdB,CS Vila Nova,KxEa3dXzAYv,Vila Nova CS,2023Q1,0.0,17.0,39.0,25.0,16.0,24.0,78.0,164.0,221.0,200.0,115.0,,62.0,42.0,28.0,34.0,0.0,4.0,18.0,25.0,29.0,42.0,239.0,427.0,470.0,469.0,303.0,139.0,,81.0,51.0,40.0,31.0,0.0,1.0,0.0,2.0,1.0,1007.0,397.0,30.0,42.0,0.0,0.0,1277.0,587.0,45.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200958,Manica,Cidade de Chimoio,oUykqIIWuIb,HP Chimoio,QDkCAOGVng6,Chimoio HP,2023Q1,1.0,14.0,25.0,43.0,43.0,12.0,4.0,7.0,11.0,18.0,12.0,,11.0,14.0,9.0,5.0,0.0,1.0,7.0,35.0,42.0,52.0,18.0,7.0,11.0,18.0,35.0,33.0,,15.0,18.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,9.0,7.0,0.0,0.0,207.0,135.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200522,Manica,Cidade de Chimoio,aUtB6n9lhl4,CS Chissui,IJwB2CRmy7D,Chissui CS,2023Q1,0.0,15.0,16.0,21.0,16.0,17.0,99.0,193.0,203.0,133.0,112.0,,68.0,38.0,31.0,20.0,0.0,0.0,19.0,32.0,22.0,36.0,225.0,469.0,484.0,355.0,190.0,118.0,,60.0,39.0,27.0,13.0,0.0,4.0,0.0,4.0,8.0,883.0,429.0,23.0,15.0,0.0,0.0,1133.0,501.0,50.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
201696,Manica,Cidade de Chimoio,SKLMPC7qDwD,CS 7 de Abril,DfdvXXyNSoV,7 de Abril CS,2023Q1,3.0,24.0,59.0,48.0,39.0,61.0,178.0,365.0,377.0,353.0,218.0,,144.0,98.0,74.0,43.0,0.0,6.0,32.0,54.0,58.0,82.0,422.0,763.0,913.0,735.0,504.0,286.0,,171.0,105.0,65.0,55.0,0.0,66.0,207.0,2.0,1.0,1810.0,688.0,98.0,83.0,0.0,0.0,862.0,513.0,37.0,39.0,0.0,0.0,1423.0,749.0,15.0,12.0,0.0,0.0,both
200525,Manica,Cidade de Chimoio,nT0RSdagl3c,CS Eduardo Mondlane,rlAmYWNUTnR,Eduardo Mondlane CS,2023Q1,6.0,30.0,55.0,90.0,59.0,130.0,373.0,685.0,827.0,748.0,473.0,,286.0,235.0,148.0,154.0,0.0,5.0,33.0,67.0,88.0,159.0,751.0,1455.0,1817.0,1536.0,1095.0,537.0,,343.0,239.0,166.0,116.0,1.0,383.0,77.0,2.0,3.0,987.0,298.0,71.0,72.0,0.0,0.0,4583.0,2575.0,92.0,85.0,0.0,0.0,2630.0,1242.0,30.0,24.0,1.0,0.0,both
200499,Manica,Cidade de Chimoio,ZPCgEihjMiy,CS 1 Âº de Maio,l7dBO27dhA6,1º Maio CS,2023Q1,8.0,25.0,46.0,80.0,71.0,94.0,215.0,426.0,571.0,539.0,408.0,,306.0,214.0,177.0,166.0,0.0,4.0,34.0,57.0,82.0,139.0,414.0,925.0,1150.0,1069.0,853.0,585.0,,404.0,244.0,155.0,126.0,0.0,90.0,94.0,1.0,0.0,1003.0,311.0,44.0,43.0,0.0,0.0,3215.0,1905.0,91.0,93.0,0.0,0.0,1829.0,970.0,40.0,21.0,0.0,0.0,both
200559,Manica,Sussundenga,gucAF89KSPW,CS Dombe,xf9Q4yYDlq5,Dombe CS,2023Q1,1.0,6.0,14.0,9.0,7.0,14.0,43.0,93.0,91.0,94.0,80.0,,49.0,27.0,17.0,12.0,0.0,2.0,10.0,21.0,10.0,38.0,157.0,169.0,248.0,248.0,191.0,93.0,,53.0,27.0,18.0,20.0,0.0,8.0,0.0,1.0,0.0,270.0,70.0,11.0,5.0,0.0,0.0,992.0,457.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
321333,Manica,Sussundenga,IVMLAFPrwB1,CS Sembezea,rnZaJL4iEBz,Sembezea CS,2023Q1,1.0,6.0,4.0,3.0,2.0,8.0,18.0,32.0,47.0,66.0,27.0,,19.0,10.0,7.0,7.0,0.0,0.0,4.0,10.0,2.0,9.0,40.0,59.0,76.0,75.0,39.0,20.0,,7.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,95.0,22.0,0.0,0.0,0.0,0.0,243.0,221.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
338290,Manica,Sussundenga,VE6gqvIqNNU,CS Darue,kny7mdXnSEx,Darue CS,2023Q1,0.0,4.0,6.0,5.0,1.0,8.0,22.0,38.0,40.0,39.0,22.0,,15.0,5.0,4.0,3.0,0.0,0.0,6.0,9.0,3.0,18.0,48.0,76.0,95.0,61.0,55.0,30.0,,32.0,3.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,126.0,23.0,8.0,4.0,0.0,0.0,296.0,174.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200517,Manica,Sussundenga,hzMMspjctBN,CS Sussundenga-Sede,RovRnV9RWFd,Sussundenga CS,2023Q1,2.0,14.0,38.0,36.0,24.0,42.0,108.0,229.0,232.0,186.0,134.0,,98.0,50.0,47.0,37.0,0.0,1.0,21.0,37.0,32.0,57.0,237.0,431.0,481.0,380.0,233.0,132.0,,78.0,66.0,30.0,27.0,0.0,34.0,10.0,7.0,33.0,293.0,78.0,20.0,18.0,0.0,0.0,1859.0,1107.0,71.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,both
200546,Manica,Sussundenga,QAbnMAYSwNt,CS Munhinga,Kwts2m2rUUp,Munhinga CS,2023Q1,1.0,3.0,16.0,6.0,5.0,11.0,37.0,55.0,63.0,58.0,28.0,,29.0,18.0,5.0,11.0,0.0,0.0,7.0,9.0,8.0,15.0,90.0,127.0,136.0,92.0,63.0,32.0,,26.0,27.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,270.0,72.0,7.0,7.0,0.0,0.0,352.0,248.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200178,Niassa,Cidade de Lichinga,v8IcierBRV0,CS Namacula,TM31sX4CThP,Namacula CS,2023Q1,0.0,18.0,24.0,22.0,22.0,35.0,83.0,146.0,150.0,141.0,93.0,,76.0,37.0,20.0,20.0,0.0,1.0,17.0,28.0,28.0,36.0,178.0,301.0,370.0,277.0,185.0,120.0,,81.0,38.0,27.0,24.0,0.0,33.0,0.0,0.0,1.0,353.0,109.0,32.0,22.0,0.0,0.0,688.0,409.0,36.0,35.0,0.0,0.0,596.0,305.0,6.0,7.0,0.0,0.0,both
201205,Niassa,Cidade de Lichinga,rA2XtLlH4ZB,CS Lulimire,Ui58kwN6uQ0,Lulimire CS,2023Q1,0.0,5.0,8.0,5.0,4.0,8.0,13.0,32.0,36.0,22.0,13.0,,11.0,5.0,1.0,2.0,0.0,0.0,7.0,8.0,2.0,10.0,58.0,82.0,83.0,45.0,36.0,13.0,,14.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,177.0,59.0,7.0,11.0,0.0,0.0,172.0,87.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200954,Niassa,Cidade de Lichinga,VKP8A0OwApk,HP Lichinga,SfB5NwJXaot,Lichinga HP,2023Q1,2.0,15.0,15.0,26.0,24.0,23.0,27.0,62.0,80.0,92.0,78.0,,75.0,60.0,42.0,20.0,0.0,1.0,14.0,8.0,21.0,37.0,45.0,76.0,107.0,147.0,137.0,101.0,,86.0,41.0,31.0,23.0,0.0,0.0,0.0,1.0,0.0,106.0,74.0,23.0,20.0,0.0,0.0,725.0,509.0,21.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200152,Niassa,Cidade de Lichinga,jHlNl7FzWw1,CS Chiuaula,AEZgWxwdbd9,Chiuaula PS,2023Q1,2.0,24.0,29.0,32.0,15.0,45.0,87.0,145.0,185.0,147.0,87.0,,71.0,39.0,24.0,12.0,0.0,2.0,30.0,35.0,30.0,61.0,238.0,387.0,472.0,346.0,224.0,109.0,,93.0,52.0,15.0,24.0,0.0,132.0,21.0,0.0,0.0,360.0,144.0,40.0,31.0,0.0,0.0,1076.0,371.0,47.0,48.0,0.0,0.0,580.0,340.0,10.0,8.0,0.0,0.0,both
200155,Niassa,Cidade de Lichinga,kTLJHJShXJC,CS Lichinga,BRlA0HkkMGM,Lichinga CS,2023Q1,2.0,32.0,31.0,46.0,37.0,37.0,91.0,199.0,263.0,230.0,157.0,,102.0,74.0,53.0,30.0,0.0,1.0,26.0,45.0,52.0,65.0,201.0,409.0,574.0,476.0,349.0,252.0,,144.0,101.0,53.0,42.0,0.0,131.0,9.0,0.0,54.0,582.0,209.0,43.0,38.0,0.0,0.0,978.0,481.0,66.0,61.0,0.0,0.0,1100.0,582.0,15.0,12.0,0.0,0.0,both
200941,Sofala,Marromeu,zQrQsbs6EHX,HR Marromeu,RxHTSbz8VN5,Marromeu HR,2023Q1,8.0,78.0,83.0,38.0,29.0,111.0,275.0,461.0,378.0,335.0,250.0,,168.0,102.0,63.0,50.0,0.0,4.0,101.0,88.0,54.0,89.0,732.0,1171.0,1000.0,612.0,444.0,273.0,,190.0,73.0,59.0,45.0,0.0,82.0,23.0,3.0,2.0,762.0,176.0,46.0,42.0,0.0,0.0,2793.0,1492.0,192.0,162.0,0.0,0.0,1131.0,553.0,9.0,3.0,0.0,0.0,both
200599,Sofala,Marromeu,olAdg7i0qDZ,CS Nensa,euFWewBZ5Xr,Nensa CS,2023Q1,0.0,12.0,8.0,3.0,2.0,21.0,50.0,59.0,56.0,37.0,38.0,,26.0,10.0,10.0,9.0,0.0,2.0,10.0,4.0,2.0,14.0,102.0,145.0,111.0,87.0,65.0,48.0,,19.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,158.0,32.0,4.0,7.0,0.0,0.0,442.0,285.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200173,Niassa,Mecanhelas,yLGuFP6jHk4,CS Chisaua,v4ZYs2QjOQO,Chissaua CS,2023Q1,0.0,8.0,13.0,8.0,8.0,16.0,41.0,52.0,35.0,39.0,22.0,,25.0,16.0,9.0,5.0,0.0,0.0,3.0,7.0,5.0,9.0,70.0,116.0,125.0,65.0,54.0,24.0,,16.0,12.0,3.0,3.0,0.0,13.0,0.0,0.0,0.0,156.0,17.0,4.0,8.0,0.0,0.0,341.0,250.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200163,Niassa,Mecanhelas,TJhnk83hQLW,CS Mecanhelas,wtV2TtEPCCZ,Mecanhelas CS,2023Q1,1.0,8.0,27.0,38.0,23.0,46.0,97.0,178.0,165.0,124.0,61.0,,49.0,28.0,17.0,20.0,0.0,0.0,12.0,35.0,34.0,40.0,186.0,360.0,343.0,253.0,154.0,84.0,,53.0,32.0,8.0,14.0,0.0,1.0,1.0,0.0,11.0,442.0,159.0,21.0,34.0,0.0,0.0,1084.0,649.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200165,Niassa,Mecanhelas,yDYqmDwiMUu,CS Entre-Lagos,aoJNeHN9JFY,Entre-Lagos CS,2023Q1,0.0,12.0,14.0,33.0,16.0,15.0,43.0,58.0,62.0,66.0,43.0,,33.0,19.0,11.0,4.0,0.0,0.0,8.0,23.0,35.0,19.0,84.0,122.0,133.0,129.0,74.0,38.0,,35.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,183.0,31.0,10.0,14.0,0.0,0.0,464.0,338.0,56.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200190,Niassa,Lago,pGcM8SNZ1uD,CS Metangula,DhPZWGceA1Q,Metangula CS,2023Q1,1.0,9.0,19.0,16.0,13.0,13.0,35.0,60.0,89.0,65.0,50.0,,37.0,16.0,19.0,9.0,0.0,1.0,10.0,20.0,31.0,17.0,89.0,154.0,206.0,177.0,92.0,59.0,,32.0,29.0,13.0,16.0,0.0,19.0,1.0,0.0,0.0,193.0,49.0,22.0,7.0,0.0,0.0,689.0,357.0,40.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200154,Niassa,Mandimba,mEd88tafLmT,CS Mitande,SufFhnSEIKA,Mitande CS,2023Q1,0.0,13.0,19.0,3.0,3.0,16.0,48.0,57.0,47.0,40.0,25.0,,13.0,12.0,10.0,4.0,0.0,1.0,10.0,11.0,7.0,19.0,114.0,138.0,128.0,108.0,66.0,36.0,,24.0,12.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,225.0,50.0,6.0,5.0,0.0,0.0,431.0,225.0,23.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
